order_id,customer_id,product_id,quantity,unit_price,total_price,order_date,status
58,361,29,5,208.31,1041.55,2025-12-24,completed
59,5,40,5,155.79,778.95,2025-12-19,returned
60,481,20,1,19.46,19.46,2025-12-03,completed
61,456,17,1,29.16,29.16,2025-11-20,completed
62,80,48,5,231.96,1159.8,2026-05-10,completed
63,108,19,5,175.73,878.65,2026-03-26,completed
64,259,14,3,111.53,334.59,2026-04-16,pending
65,48,17,1,29.16,29.16,2026-04-28,pending
66,2,18,1,187.83,187.83,2026-04-18,completed
67,327,50,2,6.94,13.88,2025-07-14,completed
68,283,11,4,130.24,520.96,2026-01-12,pending
69,58,36,1,47.99,47.99,2025-09-12,completed
70,280,45,2,79.91,159.82,2025-06-18,completed
71,283,24,5,53.81,269.05,2025-11-13,completed
72,22,28,2,141.89,283.78,2026-03-11,completed
73,461,24,1,53.81,53.81,2026-04-30,completed
74,342,14,2,111.53,223.06,2026-04-15,completed
75,453,23,5,139.29,696.45,2025-12-21,pending
76,474,40,2,155.79,311.58,2025-08-03,completed
77,452,11,2,130.24,260.48,2026-01-23,pending
78,378,2,2,71.61,143.22,2026-01-10,completed
79,137,27,2,163.03,326.06,2026-06-15,completed
80,196,45,1,79.91,79.91,2025-11-03,completed
81,103,31,2,73.33,146.66,2025-10-24,pending
82,421,23,3,139.29,417.87,2026-03-08,completed
83,338,15,1,83.76,83.76,2025-10-12,completed
84,143,26,3,196.51,589.53,2025-11-19,completed
85,180,50,3,6.94,20.82,2025-07-08,returned
86,170,26,5,196.51,982.55,2026-02-17,completed
87,92,8,3,129.33,387.99,2026-02-23,returned
88,56,17,1,29.16,29.16,2025-07-22,returned
89,374,28,3,141.89,425.67,2025-11-05,completed
90,262,28,5,141.89,709.45,2026-01-10,completed
91,98,25,5,203.02,1015.1,2026-05-14,completed
92,1,3,4,204.94,819.76,2025-10-27,returned
93,187,35,2,266.09,532.18,2025-07-18,pending
94,320,5,3,33.54,100.62,2026-05-09,completed
95,369,43,1,181.33,181.33,2025-12-12,completed
96,342,33,3,274.45,823.35,2026-04-08,pending
97,357,21,4,295.65,1182.6,2026-04-10,completed
98,99,36,2,47.99,95.98,2025-10-07,pending
99,347,43,4,181.33,725.32,2026-02-23,completed
100,155,40,5,155.79,778.95,2025-09-03,pending
101,156,36,1,47.99,47.99,2025-08-24,completed
102,403,14,4,111.53,446.12,2026-01-18,returned
103,239,39,3,123.41,370.23,2025-07-02,pending
104,262,29,2,208.31,416.62,2025-11-13,pending
105,338,48,2,231.96,463.92,2026-02-28,completed
106,340,19,5,175.73,878.65,2025-08-30,returned
107,420,22,1,260.74,260.74,2025-10-11,completed
108,116,44,3,181.18,543.54,2026-03-14,completed
109,24,10,1,229.08,229.08,2025-11-15,completed
110,436,31,5,73.33,366.65,2026-05-31,completed
111,454,30,4,101.33,405.32,2025-07-28,returned
112,254,13,4,36.04,144.16,2026-02-16,pending
113,336,16,2,141.06,282.12,2026-03-11,completed
114,399,49,1,92.28,92.28,2025-11-03,pending
115,412,15,2,83.76,167.52,2025-12-22,returned
116,286,30,1,101.33,101.33,2025-07-19,completed
117,69,8,4,129.33,517.32,2026-05-26,pending
118,287,43,5,181.33,906.65,2026-02-17,returned
119,314,21,4,295.65,1182.6,2025-12-04,returned
120,229,28,5,141.89,709.45,2026-03-29,completed
121,231,48,4,231.96,927.84,2025-08-29,completed
122,431,49,2,92.28,184.56,2025-08-10,completed
123,249,50,5,6.94,34.7,2025-06-30,completed
124,40,18,4,187.83,751.32,2025-08-30,completed
125,172,16,3,141.06,423.18,2025-06-26,completed
126,71,35,1,266.09,266.09,2026-03-23,completed
127,356,15,4,83.76,335.04,2026-02-02,completed
128,33,46,2,205.99,411.98,2025-09-17,pending
129,278,27,3,163.03,489.09,2025-12-23,pending
130,106,27,1,163.03,163.03,2025-11-14,pending
131,485,25,5,203.02,1015.1,2025-07-11,completed
132,195,49,5,92.28,461.4,2026-04-20,pending
133,153,1,3,13.34,40.02,2026-01-12,pending
134,383,27,5,163.03,815.15,2026-02-21,returned
135,250,39,2,123.41,246.82,2025-10-14,completed
136,249,18,4,187.83,751.32,2025-12-28,completed
137,343,25,3,203.02,609.06,2026-01-10,pending
138,431,47,2,266.12,532.24,2026-05-06,pending
139,274,9,5,87.78,438.9,2026-04-28,completed
140,289,26,5,196.51,982.55,2025-12-08,completed
141,70,6,4,182.98,731.92,2025-06-23,pending
142,134,12,1,69.29,69.29,2025-07-01,pending
143,233,21,2,295.65,591.3,2025-10-26,completed
144,143,22,4,260.74,1042.96,2025-07-08,pending
145,241,17,1,29.16,29.16,2025-10-26,completed
146,27,48,5,231.96,1159.8,2026-04-18,completed
147,400,15,1,83.76,83.76,2026-03-24,completed
148,487,49,1,92.28,92.28,2025-07-03,completed
149,319,13,1,36.04,36.04,2025-11-21,completed
150,243,16,2,141.06,282.12,2025-08-01,completed
151,239,37,2,225.02,450.04,2025-09-07,completed
152,86,50,3,6.94,20.82,2026-04-26,returned
153,399,39,1,123.41,123.41,2026-02-25,completed
154,297,20,1,19.46,19.46,2026-03-03,completed
155,347,20,5,19.46,97.3,2026-01-06,pending
156,39,26,2,196.51,393.02,2025-12-12,returned
157,53,45,2,79.91,159.82,2026-06-17,completed
158,413,44,5,181.18,905.9,2026-03-07,completed
159,178,37,1,225.02,225.02,2026-05-20,returned
160,36,28,3,141.89,425.67,2026-05-22,returned
161,7,42,3,53.02,159.06,2026-01-11,pending
162,222,32,1,123.93,123.93,2025-08-13,completed
163,363,41,4,259.15,1036.6,2026-03-31,completed
164,376,28,2,141.89,283.78,2026-01-27,returned
165,316,42,3,53.02,159.06,2025-09-15,returned
166,239,50,4,6.94,27.76,2026-06-11,pending
167,138,47,5,266.12,1330.6,2025-07-14,completed
168,143,16,1,141.06,141.06,2025-07-01,pending
169,292,16,4,141.06,564.24,2026-03-29,returned
170,173,43,4,181.33,725.32,2025-08-10,completed
171,94,32,3,123.93,371.79,2025-12-23,pending
172,409,14,3,111.53,334.59,2026-02-25,completed
173,451,22,3,260.74,782.22,2025-06-24,returned
174,285,45,3,79.91,239.73,2025-12-17,completed
175,44,34,2,68.5,137.0,2026-06-04,completed
176,251,47,4,266.12,1064.48,2026-06-08,returned
177,354,49,2,92.28,184.56,2026-02-12,pending
178,230,42,4,53.02,212.08,2025-07-04,completed
179,114,6,3,182.98,548.94,2025-09-19,pending
180,157,45,2,79.91,159.82,2026-03-16,returned
181,284,24,4,53.81,215.24,2026-02-23,returned
182,382,23,4,139.29,557.16,2025-08-06,returned
183,360,22,3,260.74,782.22,2025-06-22,pending
184,129,18,3,187.83,563.49,2025-08-22,completed
185,162,8,2,129.33,258.66,2026-02-17,completed
186,487,48,5,231.96,1159.8,2025-07-06,completed
187,379,13,2,36.04,72.08,2026-06-03,pending
188,390,18,5,187.83,939.15,2025-10-14,returned
189,52,39,3,123.41,370.23,2026-05-01,completed
190,185,19,2,175.73,351.46,2026-04-21,completed
191,363,20,1,19.46,19.46,2025-07-24,returned
192,24,9,3,87.78,263.34,2025-12-11,completed
193,358,36,3,47.99,143.97,2026-02-09,completed
194,53,41,4,259.15,1036.6,2025-08-22,completed
195,241,37,3,225.02,675.06,2026-05-07,pending
196,95,29,3,208.31,624.93,2026-02-01,completed
197,59,17,4,29.16,116.64,2025-07-11,completed
198,38,26,4,196.51,786.04,2026-04-30,returned
199,78,41,1,259.15,259.15,2026-04-30,completed
200,44,37,3,225.02,675.06,2025-07-28,completed
201,392,8,5,129.33,646.65,2025-07-31,pending
202,405,39,5,123.41,617.05,2025-12-27,returned
203,195,15,5,83.76,418.8,2026-02-03,pending
204,441,29,3,208.31,624.93,2026-04-23,returned
205,292,28,3,141.89,425.67,2026-02-11,returned
206,492,4,5,179.59,897.95,2025-09-10,completed
207,321,49,2,92.28,184.56,2025-07-11,completed
208,81,17,1,29.16,29.16,2026-04-25,completed
209,39,12,5,69.29,346.45,2025-09-03,completed
210,231,1,4,13.34,53.36,2025-11-29,returned
211,17,31,3,73.33,219.99,2025-10-26,completed
212,360,19,3,175.73,527.19,2026-04-28,pending
213,474,5,2,33.54,67.08,2026-05-07,completed
214,339,41,5,259.15,1295.75,2026-03-30,completed
215,279,28,1,141.89,141.89,2026-03-07,completed
216,466,42,2,53.02,106.04,2025-11-20,completed
217,31,10,1,229.08,229.08,2025-10-20,completed
218,384,20,5,19.46,97.3,2025-08-02,returned
219,64,19,4,175.73,702.92,2026-03-09,pending
220,359,45,3,79.91,239.73,2026-01-26,pending
221,277,18,5,187.83,939.15,2026-01-15,pending
222,307,29,1,208.31,208.31,2025-08-09,completed
223,310,28,3,141.89,425.67,2025-10-19,completed
224,118,2,1,71.61,71.61,2026-05-07,returned
225,392,38,1,225.61,225.61,2026-04-21,completed
226,391,37,1,225.02,225.02,2025-09-07,completed
227,334,31,5,73.33,366.65,2026-04-09,pending
228,300,18,2,187.83,375.66,2025-07-04,pending
229,497,41,4,259.15,1036.6,2026-02-02,completed
230,210,31,3,73.33,219.99,2025-08-23,completed
231,440,21,1,295.65,295.65,2025-10-25,completed
232,356,22,4,260.74,1042.96,2025-07-11,pending
233,417,19,4,175.73,702.92,2025-08-02,returned
234,46,3,4,204.94,819.76,2025-10-01,completed
235,60,17,3,29.16,87.48,2025-08-10,pending
236,337,33,1,274.45,274.45,2026-04-07,returned
237,28,30,4,101.33,405.32,2025-11-25,completed
238,319,34,3,68.5,205.5,2025-08-21,pending
239,390,41,4,259.15,1036.6,2026-03-14,completed
240,282,14,3,111.53,334.59,2025-11-07,completed
241,451,19,4,175.73,702.92,2026-01-17,pending
242,499,8,1,129.33,129.33,2025-08-20,returned
243,160,16,2,141.06,282.12,2025-12-04,returned
244,209,1,5,13.34,66.7,2025-09-19,completed
245,237,15,1,83.76,83.76,2026-06-11,completed
246,256,42,2,53.02,106.04,2026-01-29,completed
247,213,33,3,274.45,823.35,2025-07-02,pending
248,234,31,2,73.33,146.66,2025-08-07,returned
249,98,10,4,229.08,916.32,2025-07-25,returned
250,443,33,2,274.45,548.9,2026-04-20,completed
251,175,18,4,187.83,751.32,2026-05-12,returned
252,145,18,1,187.83,187.83,2026-02-17,completed
253,338,38,5,225.61,1128.05,2026-02-09,pending
254,276,10,4,229.08,916.32,2025-11-10,pending
255,283,23,3,139.29,417.87,2026-04-15,returned
256,478,25,4,203.02,812.08,2025-08-17,completed
257,293,13,2,36.04,72.08,2025-06-23,pending
258,23,15,4,83.76,335.04,2026-05-24,completed
259,362,48,4,231.96,927.84,2025-12-23,pending
260,254,25,2,203.02,406.04,2025-07-18,completed
261,495,9,5,87.78,438.9,2025-06-19,returned
262,448,22,1,260.74,260.74,2025-06-19,pending
263,467,7,5,216.5,1082.5,2025-08-25,pending
264,210,1,2,13.34,26.68,2026-06-11,completed
265,401,5,4,33.54,134.16,2025-07-21,completed
266,355,22,5,260.74,1303.7,2026-03-18,pending
267,437,42,1,53.02,53.02,2026-02-25,completed
268,195,44,5,181.18,905.9,2026-02-02,completed
269,447,41,4,259.15,1036.6,2026-05-27,returned
270,36,3,5,204.94,1024.7,2025-10-05,completed
271,117,41,3,259.15,777.45,2025-11-25,completed
272,390,28,1,141.89,141.89,2026-03-13,completed
273,356,29,2,208.31,416.62,2026-04-26,completed
274,167,2,1,71.61,71.61,2026-04-20,completed
275,192,19,3,175.73,527.19,2026-04-13,pending
276,272,10,2,229.08,458.16,2025-12-18,pending
277,88,37,2,225.02,450.04,2026-03-12,completed
278,446,6,5,182.98,914.9,2025-08-05,pending
279,255,40,2,155.79,311.58,2025-09-05,returned
280,237,10,2,229.08,458.16,2025-08-11,completed
281,342,30,3,101.33,303.99,2026-02-20,completed
282,347,30,3,101.33,303.99,2025-09-30,returned
283,227,11,1,130.24,130.24,2026-01-06,completed
284,328,38,3,225.61,676.83,2025-12-08,pending
285,234,45,3,79.91,239.73,2025-11-24,completed
286,437,13,4,36.04,144.16,2025-09-17,pending
287,196,7,2,216.5,433.0,2026-06-16,returned
288,152,23,5,139.29,696.45,2025-08-23,completed
289,141,2,4,71.61,286.44,2026-02-09,completed
290,467,37,1,225.02,225.02,2026-03-12,returned
291,427,48,4,231.96,927.84,2025-07-01,completed
292,311,50,2,6.94,13.88,2026-02-03,completed
293,318,15,2,83.76,167.52,2025-08-25,completed
294,322,44,2,181.18,362.36,2026-03-22,completed
295,159,41,1,259.15,259.15,2025-12-28,pending
296,187,3,5,204.94,1024.7,2026-02-09,completed
297,168,6,3,182.98,548.94,2025-07-21,pending
298,68,12,2,69.29,138.58,2026-02-15,returned
299,257,24,5,53.81,269.05,2026-05-03,completed
300,468,11,3,130.24,390.72,2026-04-16,pending
301,412,19,3,175.73,527.19,2025-10-11,completed
302,73,30,1,101.33,101.33,2025-10-30,completed
303,496,44,4,181.18,724.72,2025-11-26,returned
304,405,24,1,53.81,53.81,2025-06-18,pending
305,275,1,3,13.34,40.02,2026-01-19,completed
306,345,30,3,101.33,303.99,2025-09-16,completed
307,422,38,4,225.61,902.44,2025-08-30,completed
308,242,7,2,216.5,433.0,2025-08-01,completed
309,168,40,5,155.79,778.95,2026-01-08,returned
310,326,15,1,83.76,83.76,2025-07-24,pending
311,333,45,3,79.91,239.73,2026-02-12,pending
312,24,8,2,129.33,258.66,2025-11-04,completed
313,60,20,4,19.46,77.84,2026-05-18,completed
314,70,16,5,141.06,705.3,2026-04-08,pending
315,344,30,3,101.33,303.99,2026-01-12,returned
316,381,27,5,163.03,815.15,2025-12-31,completed
317,427,27,1,163.03,163.03,2025-09-10,pending
318,481,40,4,155.79,623.16,2025-12-14,completed
319,112,3,3,204.94,614.82,2026-04-12,pending
320,438,29,2,208.31,416.62,2026-02-15,completed
321,279,7,3,216.5,649.5,2026-02-28,completed
322,142,4,4,179.59,718.36,2025-09-05,completed
323,47,8,4,129.33,517.32,2025-10-02,completed
324,498,42,5,53.02,265.1,2025-07-07,completed
325,125,4,3,179.59,538.77,2025-08-31,completed
326,36,37,2,225.02,450.04,2025-07-30,returned
327,111,14,5,111.53,557.65,2026-04-22,completed
328,404,22,2,260.74,521.48,2025-08-13,returned
329,440,1,3,13.34,40.02,2026-03-10,completed
330,129,9,5,87.78,438.9,2026-05-10,completed
331,68,8,1,129.33,129.33,2026-06-05,completed
332,302,23,2,139.29,278.58,2025-12-18,completed
333,136,2,2,71.61,143.22,2025-12-27,completed
334,270,9,4,87.78,351.12,2025-08-24,completed
335,244,48,1,231.96,231.96,2025-08-18,pending
336,263,50,3,6.94,20.82,2026-03-04,returned
337,258,7,4,216.5,866.0,2026-06-10,completed
338,373,40,1,155.79,155.79,2025-07-03,returned
339,330,20,4,19.46,77.84,2025-07-07,completed
340,434,4,4,179.59,718.36,2026-02-22,pending
341,252,28,1,141.89,141.89,2025-11-05,pending
342,165,5,1,33.54,33.54,2025-10-05,returned
343,65,10,1,229.08,229.08,2025-09-06,completed
344,281,40,5,155.79,778.95,2025-12-02,completed
345,272,25,5,203.02,1015.1,2025-09-22,completed
346,310,30,5,101.33,506.65,2025-10-24,pending
347,437,7,1,216.5,216.5,2026-02-11,returned
348,221,47,2,266.12,532.24,2026-04-25,pending
349,174,15,4,83.76,335.04,2026-05-28,pending
350,374,26,4,196.51,786.04,2026-04-07,completed
351,161,21,4,295.65,1182.6,2025-12-09,completed
352,352,24,2,53.81,107.62,2025-07-03,pending
353,426,5,1,33.54,33.54,2025-07-27,completed
354,50,6,4,182.98,731.92,2026-03-31,completed
355,31,9,5,87.78,438.9,2025-07-07,returned
356,169,36,5,47.99,239.95,2026-06-11,completed
357,448,27,3,163.03,489.09,2026-01-11,pending
358,496,47,1,266.12,266.12,2025-08-24,completed
359,181,39,3,123.41,370.23,2025-08-17,completed
360,109,37,5,225.02,1125.1,2026-04-18,completed
361,115,43,4,181.33,725.32,2025-06-28,completed
362,189,23,5,139.29,696.45,2025-12-22,completed
363,294,49,3,92.28,276.84,2026-01-02,completed
364,499,28,5,141.89,709.45,2025-08-01,returned
365,14,40,5,155.79,778.95,2025-07-14,returned
366,15,43,3,181.33,543.99,2026-05-30,completed
367,472,18,3,187.83,563.49,2025-09-16,completed
368,93,23,1,139.29,139.29,2026-03-24,completed
369,36,37,4,225.02,900.08,2025-12-06,completed
370,47,48,1,231.96,231.96,2026-02-02,returned
371,215,14,4,111.53,446.12,2026-01-28,pending
372,190,22,2,260.74,521.48,2025-10-21,completed
373,398,47,3,266.12,798.36,2025-11-26,returned
374,453,39,1,123.41,123.41,2025-09-02,completed
375,387,10,2,229.08,458.16,2026-04-03,returned
376,140,4,1,179.59,179.59,2026-03-06,pending
377,249,43,4,181.33,725.32,2026-05-31,returned
378,140,29,4,208.31,833.24,2025-10-21,completed
379,59,49,5,92.28,461.4,2025-09-14,completed
380,146,28,1,141.89,141.89,2026-04-15,returned
381,342,32,5,123.93,619.65,2025-07-29,completed
382,203,3,2,204.94,409.88,2025-10-21,returned
383,105,4,1,179.59,179.59,2025-09-13,completed
384,392,14,2,111.53,223.06,2025-07-25,completed
385,62,19,3,175.73,527.19,2025-09-17,completed
386,90,32,4,123.93,495.72,2026-03-30,completed
387,361,25,5,203.02,1015.1,2025-11-24,completed
388,427,33,5,274.45,1372.25,2026-05-20,completed
389,442,5,4,33.54,134.16,2025-09-02,completed
390,236,28,1,141.89,141.89,2025-11-09,completed
391,220,21,5,295.65,1478.25,2026-05-29,returned
392,149,26,4,196.51,786.04,2025-09-10,completed
393,495,26,1,196.51,196.51,2025-07-15,completed
394,236,11,5,130.24,651.2,2025-12-16,completed
395,433,6,4,182.98,731.92,2026-01-30,completed
396,302,16,4,141.06,564.24,2025-12-22,pending
397,203,34,1,68.5,68.5,2025-07-08,completed
398,114,48,3,231.96,695.88,2026-05-28,completed
399,40,50,2,6.94,13.88,2025-12-03,returned
400,272,41,1,259.15,259.15,2025-08-12,returned
401,180,13,3,36.04,108.12,2025-09-08,completed
402,75,16,1,141.06,141.06,2026-06-12,completed
403,309,13,2,36.04,72.08,2026-02-08,completed
404,91,49,1,92.28,92.28,2025-12-10,pending
405,390,30,5,101.33,506.65,2025-08-25,returned
406,330,29,5,208.31,1041.55,2025-11-14,returned
407,78,21,3,295.65,886.95,2025-11-09,pending
408,227,5,4,33.54,134.16,2025-08-08,completed
409,29,18,5,187.83,939.15,2025-12-11,completed
410,159,33,1,274.45,274.45,2026-03-23,pending
411,30,29,1,208.31,208.31,2025-08-31,completed
412,331,19,1,175.73,175.73,2026-02-17,completed
413,260,40,5,155.79,778.95,2025-11-03,pending
414,284,30,5,101.33,506.65,2025-09-29,completed
415,334,29,5,208.31,1041.55,2025-09-03,completed
416,244,21,5,295.65,1478.25,2025-10-25,returned
417,231,10,1,229.08,229.08,2025-08-05,completed
418,259,22,1,260.74,260.74,2025-06-29,completed
419,363,3,2,204.94,409.88,2026-03-12,pending
420,268,29,5,208.31,1041.55,2026-01-23,returned
421,191,11,3,130.24,390.72,2025-07-10,completed
422,397,25,4,203.02,812.08,2025-10-03,completed
423,27,44,5,181.18,905.9,2025-08-09,completed
424,49,5,3,33.54,100.62,2025-07-30,returned
425,146,44,4,181.18,724.72,2026-05-13,completed
426,448,47,5,266.12,1330.6,2025-12-14,completed
427,299,22,1,260.74,260.74,2025-12-12,completed
428,496,23,3,139.29,417.87,2025-11-26,pending
429,363,9,5,87.78,438.9,2025-08-22,completed
430,193,20,5,19.46,97.3,2026-04-08,completed
431,48,9,5,87.78,438.9,2025-10-28,pending
432,10,33,3,274.45,823.35,2025-09-10,completed
433,487,20,2,19.46,38.92,2026-05-27,completed
434,99,22,4,260.74,1042.96,2025-10-09,completed
435,40,9,2,87.78,175.56,2026-02-06,completed
436,395,7,5,216.5,1082.5,2025-08-16,returned
437,20,48,5,231.96,1159.8,2026-04-19,completed
438,68,50,5,6.94,34.7,2026-04-21,returned
439,84,25,2,203.02,406.04,2026-02-19,completed
440,415,45,5,79.91,399.55,2026-02-09,completed
441,23,47,4,266.12,1064.48,2026-06-03,pending
442,497,24,2,53.81,107.62,2025-08-21,pending
443,386,40,3,155.79,467.37,2026-01-27,pending
444,123,15,5,83.76,418.8,2026-01-17,completed
445,189,31,2,73.33,146.66,2026-05-15,returned
446,394,29,4,208.31,833.24,2025-09-14,completed
447,258,50,4,6.94,27.76,2025-07-20,returned
448,419,27,2,163.03,326.06,2025-11-23,completed
449,447,39,2,123.41,246.82,2026-05-15,completed
450,448,4,4,179.59,718.36,2026-01-05,completed
451,365,36,1,47.99,47.99,2025-12-23,returned
452,43,8,3,129.33,387.99,2026-05-17,completed
453,464,18,4,187.83,751.32,2025-09-09,returned
454,47,10,4,229.08,916.32,2026-02-01,completed
455,477,29,3,208.31,624.93,2025-12-17,completed
456,203,27,1,163.03,163.03,2026-05-08,returned
457,198,24,2,53.81,107.62,2025-12-13,completed
458,15,24,2,53.81,107.62,2025-10-03,completed
459,406,7,3,216.5,649.5,2025-06-22,completed
460,147,9,1,87.78,87.78,2026-03-27,pending
461,389,45,2,79.91,159.82,2025-11-30,pending
462,3,29,5,208.31,1041.55,2026-03-29,completed
463,111,2,3,71.61,214.83,2026-05-21,completed
464,271,36,5,47.99,239.95,2025-09-20,pending
465,122,8,3,129.33,387.99,2025-09-21,completed
466,123,8,1,129.33,129.33,2025-10-22,pending
467,235,41,5,259.15,1295.75,2025-12-02,completed
468,306,8,4,129.33,517.32,2026-01-28,returned
469,295,2,5,71.61,358.05,2025-09-11,completed
470,150,46,2,205.99,411.98,2026-05-29,pending
471,181,1,5,13.34,66.7,2026-06-12,completed
472,96,37,4,225.02,900.08,2026-02-01,completed
473,35,34,3,68.5,205.5,2025-08-13,returned
474,403,35,5,266.09,1330.45,2026-06-06,returned
475,200,36,1,47.99,47.99,2026-01-25,pending
476,192,3,4,204.94,819.76,2026-05-31,completed
477,183,48,1,231.96,231.96,2025-06-18,completed
478,376,23,2,139.29,278.58,2025-11-26,completed
479,377,50,5,6.94,34.7,2025-07-04,completed
480,181,9,1,87.78,87.78,2025-07-02,returned
481,426,22,2,260.74,521.48,2025-12-16,pending
482,324,45,4,79.91,319.64,2026-03-28,completed
483,367,9,1,87.78,87.78,2026-04-11,pending
484,104,3,3,204.94,614.82,2025-12-29,completed
485,162,13,1,36.04,36.04,2025-06-30,completed
486,418,33,4,274.45,1097.8,2025-11-29,returned
487,19,31,3,73.33,219.99,2026-01-09,completed
488,442,19,3,175.73,527.19,2025-11-17,completed
489,140,42,3,53.02,159.06,2025-12-20,completed
490,456,24,4,53.81,215.24,2026-04-27,pending
491,459,48,4,231.96,927.84,2026-04-22,pending
492,255,22,2,260.74,521.48,2026-03-14,pending
493,137,24,5,53.81,269.05,2026-05-01,completed
494,41,47,4,266.12,1064.48,2025-07-25,pending
495,280,39,2,123.41,246.82,2025-12-09,completed
496,41,21,1,295.65,295.65,2025-12-26,completed
497,157,43,3,181.33,543.99,2025-09-18,pending
498,86,39,4,123.41,493.64,2025-07-19,pending
499,22,23,4,139.29,557.16,2026-01-19,completed
500,141,40,4,155.79,623.16,2026-04-05,completed
501,187,5,4,33.54,134.16,2025-06-21,returned
502,488,48,2,231.96,463.92,2026-03-13,completed
503,348,10,5,229.08,1145.4,2026-03-28,pending
504,35,3,2,204.94,409.88,2025-11-21,completed
505,186,50,3,6.94,20.82,2025-09-09,pending
506,310,37,1,225.02,225.02,2025-08-07,completed
507,486,44,4,181.18,724.72,2025-11-03,completed
508,391,24,4,53.81,215.24,2025-10-09,completed
509,272,37,2,225.02,450.04,2025-09-17,completed
510,333,26,3,196.51,589.53,2026-02-23,completed
511,14,16,1,141.06,141.06,2025-07-22,completed
512,199,32,5,123.93,619.65,2025-06-23,returned
513,397,8,3,129.33,387.99,2025-12-20,completed
514,110,46,4,205.99,823.96,2026-03-03,returned
515,103,19,4,175.73,702.92,2025-10-13,completed
516,232,9,1,87.78,87.78,2025-08-18,completed
517,45,46,4,205.99,823.96,2026-03-17,completed
518,364,43,3,181.33,543.99,2025-12-12,completed
519,149,36,5,47.99,239.95,2026-05-16,completed
520,407,11,2,130.24,260.48,2026-01-24,completed
521,63,33,2,274.45,548.9,2026-04-03,completed
522,405,9,2,87.78,175.56,2026-01-29,pending
523,284,2,3,71.61,214.83,2025-06-26,returned
524,412,24,4,53.81,215.24,2025-12-10,returned
525,453,9,5,87.78,438.9,2025-12-14,completed
526,204,5,3,33.54,100.62,2026-04-12,pending
527,394,34,4,68.5,274.0,2025-08-09,pending
528,65,37,1,225.02,225.02,2026-05-22,completed
529,231,42,1,53.02,53.02,2026-03-17,pending
530,177,44,5,181.18,905.9,2025-11-21,completed
531,328,50,5,6.94,34.7,2025-08-27,returned
532,222,12,2,69.29,138.58,2026-04-19,returned
533,266,4,1,179.59,179.59,2026-05-21,completed
534,83,20,2,19.46,38.92,2025-11-07,completed
